0.000000000000000000e+00	-7.106696453770249694e-03	4.925887032892892203e-01	-3.733442537697753139e-01	2.000000000000000111e-01	1.199999999999999956e+00	1.106492063879547898e-02
1.000000000000000000e+00	-7.709084912457260085e-04	2.858167240310311996e-01	-1.478013586334805396e-01	2.000000000000000111e-01	1.199999999999999956e+00	4.651251049852920746e-03
2.000000000000000000e+00	7.815076307808631675e-04	1.196978165909014791e-01	3.195264485084656769e-01	2.000000000000000111e-01	1.199999999999999956e+00	2.547788635734516728e-03
3.000000000000000000e+00	-5.875075811127953435e-03	4.014407957899118196e-01	-8.362615440096154984e-01	2.000000000000000111e-01	1.199999999999999956e+00	2.170023488129336348e-02
4.000000000000000000e+00	4.271452576234164786e-03	6.593246725275216102e-02	4.716639302302331194e-01	2.000000000000000111e-01	1.199999999999999956e+00	8.387202006879987751e-03
5.000000000000000000e+00	-3.439274526192690525e-03	4.113321532751781917e-01	-3.064874262063606025e-01	2.000000000000000111e-01	1.199999999999999956e+00	4.074171183423965815e-03
6.000000000000000000e+00	7.994445437581152065e-04	1.732026401856958109e-01	3.490142641494604625e-01	2.000000000000000111e-01	1.199999999999999956e+00	5.283224647515001246e-03
7.000000000000000000e+00	7.232806703472037177e-03	3.378024229692901392e-01	-2.306207349846260968e-01	2.000000000000000111e-01	1.199999999999999956e+00	6.544096009821942853e-03
8.000000000000000000e+00	1.265581718566512279e-03	1.326666909259016092e-01	3.560031613547032237e-01	2.000000000000000111e-01	1.199999999999999956e+00	4.721336572418237398e-03
9.000000000000000000e+00	1.512309249535384635e-03	2.341412860611364888e-01	2.165034759196826641e-02	2.000000000000000111e-01	1.199999999999999956e+00	4.164236298007964639e-03
1.000000000000000000e+01	2.169583910381102636e-03	2.872517403214575604e-01	7.330158309104684022e-02	2.000000000000000111e-01	1.199999999999999956e+00	5.661886526980832758e-03
1.100000000000000000e+01	-2.076837650594917130e-03	3.526659074418717621e-01	-3.264360206537171294e-01	2.000000000000000111e-01	1.199999999999999956e+00	5.912426738470206132e-03
1.200000000000000000e+01	2.354637632572745623e-03	9.563728877663793537e-02	4.423954789196977710e-01	2.000000000000000111e-01	1.199999999999999956e+00	6.143624178303295179e-03
1.300000000000000000e+01	-4.489447311803693467e-04	3.052504048551902827e-01	-2.005997618845460906e-01	2.000000000000000111e-01	1.199999999999999956e+00	6.333010971047948676e-03
1.400000000000000000e+01	1.516960217786799152e-03	5.899788129301384437e-02	5.523349767757819162e-01	2.000000000000000111e-01	1.199999999999999956e+00	3.443277778667516546e-03
1.500000000000000000e+01	7.643494219562753638e-04	1.669738595695426653e-01	4.092939840863203393e-01	2.000000000000000111e-01	1.199999999999999956e+00	6.324931526896905229e-03
1.600000000000000000e+01	1.311620347617710328e-03	9.586822430103997261e-02	5.928244032990972467e-01	2.000000000000000111e-01	1.199999999999999956e+00	6.418649358008601293e-03
1.700000000000000000e+01	3.226432483024516216e-03	1.144559521833545118e-01	4.708131784759179705e-01	2.000000000000000111e-01	1.199999999999999956e+00	9.887169162200195455e-03
1.800000000000000000e+01	9.624001016487304227e-04	3.752233656163915798e-01	-2.364460947077300368e-01	2.000000000000000111e-01	1.199999999999999956e+00	7.156822720830604591e-03
1.900000000000000000e+01	2.713778494037090991e-04	1.774800805956572303e-01	1.550931958892931561e-01	2.000000000000000111e-01	1.199999999999999956e+00	2.375087611375093465e-03
2.000000000000000000e+01	3.410207601929669038e-03	8.648192652615646625e-02	4.582352973008201324e-01	2.000000000000000111e-01	1.199999999999999956e+00	5.660500771066901901e-03
2.100000000000000000e+01	7.432987917936182852e-04	3.229690861498300536e-01	-3.218421566884011042e-03	2.000000000000000111e-01	1.199999999999999956e+00	4.354242454818523476e-03
2.200000000000000000e+01	1.971704819860683588e-03	1.401957348948384419e-01	3.765406002094557891e-01	2.000000000000000111e-01	1.199999999999999956e+00	3.692721081174951681e-03
2.300000000000000000e+01	-2.021035364482053065e-03	2.486681474061750718e-01	9.593066076784761975e-02	2.000000000000000111e-01	1.199999999999999956e+00	1.803678695077246376e-03
2.400000000000000000e+01	1.337351265625318910e-03	2.175258402421394455e-01	2.362051429969933558e-01	2.000000000000000111e-01	1.199999999999999956e+00	5.711670843939957269e-03
